"term","estimate","std.error","X2.5..","X97.5..","bias","rmse","coverage","method","sim_id","missing_type"
"V1",0.130367701043876,0.0559759482577322,0.0203724673445518,0.240362934743201,-0.0696322989561237,1.04908178790075,1,"multiple",1,"MCAR_0.5"
"V2",0.192774304356834,0.05882558594027,0.077194014641627,0.308354594072041,-0.00722569564316608,1.04908178790075,1,"multiple",1,"MCAR_0.5"
"V3",0.203999274812519,0.0601854479341286,0.0857451196979722,0.322253429927066,0.00399927481251885,1.04908178790075,1,"multiple",1,"MCAR_0.5"
"V4",0.192755776831521,0.0623996961322756,0.0701463251899866,0.315365228473055,-0.00724422316847922,1.04908178790075,1,"multiple",1,"MCAR_0.5"
"(Intercept)",-0.036111246832135,0.0470906067195726,-0.128633363638528,0.0564108699742579,-0.036111246832135,1.04577788132873,1,"vae",1,"MCAR_0.5"
"V1",0.140449381294374,0.0554612401646714,0.0314809118223012,0.249417850766447,-0.0595506187056258,1.04577788132873,1,"vae",1,"MCAR_0.5"
"V2",0.19046419478011,0.0588433141229449,0.0748507346482503,0.306077654911969,-0.0095358052198902,1.04577788132873,1,"vae",1,"MCAR_0.5"
"V3",0.205409853384327,0.0600035937224377,0.0875167130336156,0.323302993735039,0.00540985338432702,1.04577788132873,1,"vae",1,"MCAR_0.5"
"V4",0.187574016581245,0.062108156236013,0.0655458991667011,0.309602133995788,-0.0124259834187554,1.04577788132873,1,"vae",1,"MCAR_0.5"
"(Intercept)",-0.0381819273943949,0.0471402659706577,-0.130801613107827,0.0544377583190367,-0.0381819273943949,1.04725932600032,1,"single",2,"MAR_0.1"
"V1",0.125982133203403,0.0553752350099363,0.0171826439065003,0.234781622500306,-0.0740178667965971,1.04725932600032,1,"single",2,"MAR_0.1"
"V2",0.203908404991182,0.0588659388785816,0.0882504924636203,0.319566317518743,0.0039084049911815,1.04725932600032,1,"single",2,"MAR_0.1"
"V3",0.199170927125112,0.0597733257316725,0.0817302099522382,0.316611644297987,-0.000829072874887538,1.04725932600032,1,"single",2,"MAR_0.1"
"V4",0.19499113714429,0.0616490104119061,0.0738651347486119,0.316117139539969,-0.00500886285570951,1.04725932600032,1,"single",2,"MAR_0.1"
"(Intercept)",-0.038376049748311,0.0471547855794305,-0.131025223544103,0.0542731240474807,-0.038376049748311,1.04763625972253,1,"multiple",2,"MAR_0.1"
"V1",0.127372868884742,0.0553705311169092,0.0185815021346431,0.23616423563484,-0.0726271311152582,1.04763625972253,1,"multiple",2,"MAR_0.1"
"V2",0.20587664988841,0.0588065057329051,0.0903341543725313,0.321419145404289,0.00587664988841,1.04763625972253,1,"multiple",2,"MAR_0.1"
"V3",0.199992576784048,0.0598324553341195,0.0824331525524369,0.317552001015659,-7.42321595217921e-06,1.04763625972253,1,"multiple",2,"MAR_0.1"
"V4",0.188339050169954,0.0617098209894121,0.0670894903866583,0.30958860995325,-0.0116609498300458,1.04763625972253,1,"multiple",2,"MAR_0.1"
"(Intercept)",-0.0381899074248948,0.0471395454619662,-0.130808177505911,0.0544283626561219,-0.0381899074248948,1.04719133442731,1,"vae",2,"MAR_0.1"
"V1",0.125939848411747,0.0553755979283675,0.0171396460643267,0.234740050759167,-0.0740601515882534,1.04719133442731,1,"vae",2,"MAR_0.1"
"V2",0.203926742916801,0.0588656860211816,0.0882693271953661,0.319584158638237,0.00392674291680133,1.04719133442731,1,"vae",2,"MAR_0.1"
"V3",0.199114473202044,0.0597719429416895,0.0816764728906678,0.31655247351342,-0.000885526797956293,1.04719133442731,1,"vae",2,"MAR_0.1"
"V4",0.195105533504205,0.0616470335435482,0.0739834151962007,0.31622765181221,-0.00489446649579471,1.04719133442731,1,"vae",2,"MAR_0.1"
"(Intercept)",-0.0336503330358244,0.047037929990835,-0.126068952291671,0.0587682862200218,-0.0336503330358244,1.0448794529035,1,"single",2,"MAR_0.25"
"V1",0.126472654307615,0.0553065039942108,0.0178082055104674,0.235137103104762,-0.0735273456923851,1.0448794529035,1,"single",2,"MAR_0.25"
"V2",0.215684868046743,0.0584030691294945,0.100936387186653,0.330433348906834,0.0156848680467434,1.0448794529035,1,"single",2,"MAR_0.25"
"V3",0.196570428055398,0.0596091384966351,0.0794523007066195,0.313688555404176,-0.00342957194460247,1.0448794529035,1,"single",2,"MAR_0.25"
"V4",0.194748666547124,0.0614275091271353,0.0740578627859499,0.315439470308299,-0.00525133345287551,1.0448794529035,1,"single",2,"MAR_0.25"
"(Intercept)",-0.0361142102259653,0.0473397711379629,-0.129130857810392,0.0569024373584614,-0.0361142102259653,1.0471685871535,1,"multiple",2,"MAR_0.25"
"V1",0.123757952719562,0.0557448548086074,0.0142291474417338,0.23328675799739,-0.0762420472804382,1.0471685871535,1,"multiple",2,"MAR_0.25"
"V2",0.208172517137771,0.0589077552481852,0.0924265904825222,0.323918443793019,0.00817251713777062,1.0471685871535,1,"multiple",2,"MAR_0.25"
"V3",0.200645259294762,0.0600525235646123,0.0826440808943882,0.318646437695136,0.000645259294762335,1.0471685871535,1,"multiple",2,"MAR_0.25"
"V4",0.191103743828014,0.0620598718749082,0.069159863372837,0.31304762428319,-0.00889625617198647,1.0471685871535,1,"multiple",2,"MAR_0.25"
"(Intercept)",-0.0338211404777373,0.0470385267472518,-0.12624093222149,0.0585986512660155,-0.0338211404777373,1.04496934668736,1,"vae",2,"MAR_0.25"
"V1",0.126340168511913,0.0553214336657943,0.0176463863739071,0.235033950649919,-0.0736598314880869,1.04496934668736,1,"vae",2,"MAR_0.25"
"V2",0.215810947844278,0.0584082778244982,0.101052233106964,0.330569662581592,0.0158109478442778,1.04496934668736,1,"vae",2,"MAR_0.25"
"V3",0.196639703838105,0.0596304829177374,0.0794796396539377,0.313799768022273,-0.00336029616189475,1.04496934668736,1,"vae",2,"MAR_0.25"
"V4",0.194562666277755,0.0614230260863164,0.0738806706516886,0.315244661903822,-0.00543733372224467,1.04496934668736,1,"vae",2,"MAR_0.25"
"(Intercept)",-0.0388863446230236,0.0469875968312553,-0.131206070897992,0.0534333816519443,-0.0388863446230236,1.04436874641395,1,"single",2,"MAR_0.5"
"V1",0.109516904667915,0.0554417050237259,0.000586817215491309,0.218446992120339,-0.0904830953320847,1.04436874641395,1,"single",2,"MAR_0.5"
"V2",0.202623971441603,0.0583970283593722,0.0878873592932955,0.31736058358991,0.00262397144160278,1.04436874641395,1,"single",2,"MAR_0.5"
"V3",0.193870358540921,0.0599130818864961,0.0761550529483646,0.311585664133477,-0.00612964145907904,1.04436874641395,1,"single",2,"MAR_0.5"
"V4",0.208810661072828,0.0615772729048252,0.0878256062348872,0.329795715910768,0.00881066107282757,1.04436874641395,1,"single",2,"MAR_0.5"
"(Intercept)",-0.0399906386204424,0.0472380281216249,-0.132805289248674,0.0528240120077891,-0.0399906386204424,1.04705584340368,1,"multiple",2,"MAR_0.5"
"V1",0.120696704621375,0.0559043537787455,0.0108364282781962,0.230556980964554,-0.0793032953786252,1.04705584340368,1,"multiple",2,"MAR_0.5"
"V2",0.200131395695499,0.0595991805490534,0.0829798190086843,0.317282972382314,0.00013139569549922,1.04705584340368,1,"multiple",2,"MAR_0.5"
"V3",0.191022085569702,0.0601484954806833,0.0728341883534874,0.309209982785916,-0.00897791443029841,1.04705584340368,1,"multiple",2,"MAR_0.5"
"V4",0.203839839960668,0.062888737184737,0.0802266324854673,0.327453047435868,0.00383983996066764,1.04705584340368,1,"multiple",2,"MAR_0.5"
"(Intercept)",-0.0388787921039692,0.0469882528369745,-0.131199807277977,0.0534422230700382,-0.0388787921039692,1.04441318014041,1,"vae",2,"MAR_0.5"
"V1",0.109595601053134,0.0554395889255801,0.00066967124261452,0.218521530863653,-0.0904043989468662,1.04441318014041,1,"vae",2,"MAR_0.5"
"V2",0.202651026164275,0.0583965781217926,0.0879152986283533,0.317386753700198,0.00265102616427546,1.04441318014041,1,"vae",2,"MAR_0.5"
"V3",0.193906794775909,0.0599104506057921,0.0761966590394578,0.31161693051236,-0.006093205224091,1.04441318014041,1,"vae",2,"MAR_0.5"
"V4",0.208661509844363,0.0615727747124498,0.0876852929108236,0.329637726777902,0.00866150984436295,1.04441318014041,1,"vae",2,"MAR_0.5"
"(Intercept)",-0.0391570662659379,0.0470977509607438,-0.131693219848711,0.0533790873168352,-0.0391570662659379,1.04655749839918,1,"single",2,"MCAR_0.1"
"V1",0.131417738731927,0.0552697666588157,0.0228254702754753,0.240010007188379,-0.0685822612680727,1.04655749839918,1,"single",2,"MCAR_0.1"
"V2",0.205945670815695,0.0586833323815349,0.0906465376886618,0.321244803942728,0.00594567081569478,1.04655749839918,1,"single",2,"MCAR_0.1"
"V3",0.197542582199512,0.0597508129702301,0.0801460973797312,0.314939067019293,-0.00245741780048803,1.04655749839918,1,"single",2,"MCAR_0.1"
"V4",0.189528214815415,0.0616165945830775,0.0684659020026526,0.310590527628177,-0.0104717851845853,1.04655749839918,1,"single",2,"MCAR_0.1"
"(Intercept)",-0.0403649320786312,0.047152588041362,-0.133009959503743,0.0522800953464801,-0.0403649320786312,1.04732941483407,1,"multiple",2,"MCAR_0.1"
"V1",0.130822031951838,0.0554978173815107,0.0217775132278313,0.239866550675845,-0.0691779680481617,1.04732941483407,1,"multiple",2,"MCAR_0.1"
"V2",0.20761835844813,0.0587388435397835,0.0922088376640323,0.323027879232227,0.0076183584481298,1.04732941483407,1,"multiple",2,"MCAR_0.1"
"V3",0.19780977762047,0.0598054611022148,0.0803046827286037,0.315314872512337,-0.00219022237952979,1.04732941483407,1,"multiple",2,"MCAR_0.1"
"V4",0.187951719289687,0.0617273249679949,0.0666700821506581,0.309233356428716,-0.0120482807103129,1.04732941483407,1,"multiple",2,"MCAR_0.1"
"(Intercept)",-0.0391565284134848,0.0470984292147863,-0.131694014608091,0.0533809577811216,-0.0391565284134848,1.04657518124392,1,"vae",2,"MCAR_0.1"
"V1",0.13125793123707,0.0552727274872041,0.0226598454397705,0.239856017034369,-0.0687420687629302,1.04657518124392,1,"vae",2,"MCAR_0.1"
"V2",0.205996158589476,0.0586838818645779,0.0906959458557484,0.321296371323204,0.00599615858947631,1.04657518124392,1,"vae",2,"MCAR_0.1"
"V3",0.197579992947172,0.0597519778963531,0.080181219317832,0.314978766576513,-0.00242000705282773,1.04657518124392,1,"vae",2,"MCAR_0.1"
"V4",0.189555436414575,0.0616188401455462,0.0684887115925506,0.3106221612366,-0.0104445635854247,1.04657518124392,1,"vae",2,"MCAR_0.1"
"(Intercept)",-0.0378930791104867,0.0471087478308765,-0.130450838991709,0.0546646807707355,-0.0378930791104867,1.04684143822849,1,"single",2,"MCAR_0.25"
"V1",0.124984168064953,0.05548799240172,0.0159631366538128,0.234005199476094,-0.0750158319350469,1.04684143822849,1,"single",2,"MCAR_0.25"
"V2",0.216170758348258,0.0591177861426862,0.100018024377312,0.332323492319204,0.0161707583482581,1.04684143822849,1,"single",2,"MCAR_0.25"
"V3",0.196905318666504,0.0599955165242045,0.0790280481363464,0.314782589196662,-0.0030946813334958,1.04684143822849,1,"single",2,"MCAR_0.25"
"V4",0.1862158492151,0.0620494127216568,0.0643031491773009,0.308128549252899,-0.0137841507849001,1.04684143822849,1,"single",2,"MCAR_0.25"
"(Intercept)",-0.0356863374263314,0.0475434336686407,-0.129104683810954,0.0577320089582911,-0.0356863374263314,1.05073055339317,1,"multiple",2,"MCAR_0.25"
"V1",0.12518613623456,0.0558888126576977,0.0153721360287883,0.235000136440332,-0.07481386376544,1.05073055339317,1,"multiple",2,"MCAR_0.25"
"V2",0.206202991030572,0.0592649551276737,0.0897554631223537,0.32265051893879,0.00620299103057173,1.05073055339317,1,"multiple",2,"MCAR_0.25"
"V3",0.20192747476049,0.060818560002617,0.0824009043230345,0.321454045197946,0.00192747476049029,1.05073055339317,1,"multiple",2,"MCAR_0.25"
"V4",0.188835542889314,0.0621425365361922,0.0667379325590104,0.310933153219618,-0.0111644571106859,1.05073055339317,1,"multiple",2,"MCAR_0.25"
"(Intercept)",-0.037967945167542,0.0471089665349805,-0.130526134751587,0.0545902444165034,-0.037967945167542,1.04683892620941,1,"vae",2,"MCAR_0.25"
"V1",0.125030022360631,0.0554863054859108,0.0160123053476775,0.234047739373584,-0.0749699776393692,1.04683892620941,1,"vae",2,"MCAR_0.25"
"V2",0.216126201321057,0.059117481242768,0.0999740664077108,0.332278336234403,0.016126201321057,1.04683892620941,1,"vae",2,"MCAR_0.25"
"V3",0.19679460618275,0.0599920753209895,0.0789240968185234,0.314665115546977,-0.00320539381724964,1.04683892620941,1,"vae",2,"MCAR_0.25"
"V4",0.18633067155569,0.0620506010849169,0.0644156366597949,0.308245706451585,-0.0136693284443099,1.04683892620941,1,"vae",2,"MCAR_0.25"
"(Intercept)",-0.0361967437378821,0.0470916685555424,-0.128720946805601,0.0563274593298371,-0.0361967437378821,1.04576438033164,1,"single",2,"MCAR_0.5"
"V1",0.140354064049008,0.0554623110807082,0.0313834904753836,0.249324637622632,-0.0596459359509923,1.04576438033164,1,"single",2,"MCAR_0.5"
"V2",0.190396660512224,0.0588517734419886,0.0747665797810733,0.306026741243374,-0.00960333948777611,1.04576438033164,1,"single",2,"MCAR_0.5"
"V3",0.205645281678516,0.0600069491930245,0.0877455486065979,0.323545014750435,0.00564528167851633,1.04576438033164,1,"single",2,"MCAR_0.5"
"V4",0.187413318245853,0.0621130223819106,0.0653756399836051,0.3094509965081,-0.0125866817541473,1.04576438033164,1,"single",2,"MCAR_0.5"
"(Intercept)",-0.0398981006600037,0.0473118534163549,-0.132856354470833,0.0530601531508255,-0.0398981006600037,1.05019446823872,1,"multiple",2,"MCAR_0.5"
"V1",0.129292455702115,0.0558548355433469,0.0195470134782159,0.239037897926015,-0.0707075442978848,1.05019446823872,1,"multiple",2,"MCAR_0.5"
"V2",0.197241952396364,0.0593974336805227,0.0805277887890501,0.313956116003679,-0.0027580476036356,1.05019446823872,1,"multiple",2,"MCAR_0.5"
"V3",0.205609673009505,0.0600564631950154,0.0876085027625379,0.323610843256472,0.0056096730095048,1.05019446823872,1,"multiple",2,"MCAR_0.5"
"V4",0.187433347293941,0.0636440910403517,0.062308971188257,0.312557723399625,-0.012566652706059,1.05019446823872,1,"multiple",2,"MCAR_0.5"
"(Intercept)",-0.0363025550605108,0.0470914428299757,-0.128826314629862,0.0562212045088399,-0.0363025550605108,1.04573512644692,1,"vae",2,"MCAR_0.5"
"V1",0.140165727935872,0.0554590002132479,0.0312016594486595,0.249129796423084,-0.0598342720641281,1.04573512644692,1,"vae",2,"MCAR_0.5"
"V2",0.190197122820656,0.0588498181406924,0.0745708838029062,0.305823361838405,-0.00980287717934452,1.04573512644692,1,"vae",2,"MCAR_0.5"
"V3",0.205572775891197,0.0600089603212283,0.087669091418956,0.323476460363438,0.005572775891197,1.04573512644692,1,"vae",2,"MCAR_0.5"
"V4",0.187898202671547,0.0621025156757776,0.0658811676492112,0.309915237693883,-0.0121017973284527,1.04573512644692,1,"vae",2,"MCAR_0.5"
"(Intercept)",-0.0381819273943949,0.0471402659706577,-0.130801613107827,0.0544377583190367,-0.0381819273943949,1.04725932600032,1,"single",3,"MAR_0.1"
"V1",0.125982133203403,0.0553752350099363,0.0171826439065003,0.234781622500306,-0.0740178667965971,1.04725932600032,1,"single",3,"MAR_0.1"
"V2",0.203908404991182,0.0588659388785816,0.0882504924636203,0.319566317518743,0.0039084049911815,1.04725932600032,1,"single",3,"MAR_0.1"
