"term","estimate","std.error","X2.5..","X97.5..","bias","rmse","coverage","method","sim_id","missing_type"
"V4",0.192772230128507,0.0617001289433604,0.0715437372651464,0.314000722991868,-0.00722776987149273,1.04709432250909,1,"multiple",13,"MAR_0.1"
"(Intercept)",-0.0381637890733242,0.0471409973433455,-0.130784911764403,0.0544573336177546,-0.0381637890733242,1.04727034936463,1,"vae",13,"MAR_0.1"
"V1",0.126023438786076,0.0553750312943751,0.017224349742987,0.234822527829164,-0.0739765612139244,1.04727034936463,1,"vae",13,"MAR_0.1"
"V2",0.203860614092351,0.0588660054135113,0.0882025708390897,0.319518657345613,0.00386061409235128,1.04727034936463,1,"vae",13,"MAR_0.1"
"V3",0.199170036349975,0.0597737620915686,0.0817284618311435,0.316611610868806,-0.00082996365002525,1.04727034936463,1,"vae",13,"MAR_0.1"
"V4",0.19496461262488,0.0616487452613145,0.0738391311885968,0.316090094061163,-0.00503538737512004,1.04727034936463,1,"vae",13,"MAR_0.1"
"(Intercept)",-0.0336503330358244,0.047037929990835,-0.126068952291671,0.0587682862200218,-0.0336503330358244,1.0448794529035,1,"single",13,"MAR_0.25"
"V1",0.126472654307615,0.0553065039942108,0.0178082055104674,0.235137103104762,-0.0735273456923851,1.0448794529035,1,"single",13,"MAR_0.25"
"V2",0.215684868046743,0.0584030691294945,0.100936387186653,0.330433348906834,0.0156848680467434,1.0448794529035,1,"single",13,"MAR_0.25"
"V3",0.196570428055398,0.0596091384966351,0.0794523007066195,0.313688555404176,-0.00342957194460247,1.0448794529035,1,"single",13,"MAR_0.25"
"V4",0.194748666547124,0.0614275091271353,0.0740578627859499,0.315439470308299,-0.00525133345287551,1.0448794529035,1,"single",13,"MAR_0.25"
"(Intercept)",-0.0346790054775459,0.0471456327224276,-0.127311187126895,0.0579531761718032,-0.0346790054775459,1.04581213384773,1,"multiple",13,"MAR_0.25"
"V1",0.125856512746491,0.0555733953508861,0.0166652760943755,0.235047749398607,-0.0741434872535087,1.04581213384773,1,"multiple",13,"MAR_0.25"
"V2",0.206621551834935,0.0587032368249041,0.091281800318925,0.321961303350944,0.00662155183493454,1.04581213384773,1,"multiple",13,"MAR_0.25"
"V3",0.19777234930985,0.0600725070012726,0.0797292606431312,0.315815437976568,-0.00222765069015041,1.04581213384773,1,"multiple",13,"MAR_0.25"
"V4",0.194769609160638,0.061756603237269,0.0734280719447715,0.316111146376504,-0.00523039083936225,1.04581213384773,1,"multiple",13,"MAR_0.25"
"(Intercept)",-0.0336998086993543,0.0470382623410461,-0.126119080946257,0.0587194635475488,-0.0336998086993543,1.04490010735319,1,"vae",13,"MAR_0.25"
"V1",0.126139429131303,0.0553160151733747,0.0174562930737678,0.234822565188838,-0.0738605708686972,1.04490010735319,1,"vae",13,"MAR_0.25"
"V2",0.215927494050663,0.0584019214101058,0.101181268192891,0.330673719908435,0.0159274940506631,1.04490010735319,1,"vae",13,"MAR_0.25"
"V3",0.196394452197651,0.059616948846236,0.0792609793239711,0.313527925071332,-0.00360554780234867,1.04490010735319,1,"vae",13,"MAR_0.25"
"V4",0.194980958092226,0.0614264329153914,0.0742922688374384,0.315669647347013,-0.00501904190777411,1.04490010735319,1,"vae",13,"MAR_0.25"
"(Intercept)",-0.0388863446230236,0.0469875968312553,-0.131206070897992,0.0534333816519443,-0.0388863446230236,1.04436874641395,1,"single",13,"MAR_0.5"
"V1",0.109516904667915,0.0554417050237259,0.000586817215491309,0.218446992120339,-0.0904830953320847,1.04436874641395,1,"single",13,"MAR_0.5"
"V2",0.202623971441603,0.0583970283593722,0.0878873592932955,0.31736058358991,0.00262397144160278,1.04436874641395,1,"single",13,"MAR_0.5"
"V3",0.193870358540921,0.0599130818864961,0.0761550529483646,0.311585664133477,-0.00612964145907904,1.04436874641395,1,"single",13,"MAR_0.5"
"V4",0.208810661072828,0.0615772729048252,0.0878256062348872,0.329795715910768,0.00881066107282757,1.04436874641395,1,"single",13,"MAR_0.5"
"(Intercept)",-0.0424533254022764,0.0472451439277694,-0.135281911903053,0.0503752610985,-0.0424533254022764,1.04742827162919,1,"multiple",13,"MAR_0.5"
"V1",0.121053529205305,0.0555077352098656,0.0119837296322018,0.230123328778409,-0.0789464707946946,1.04742827162919,1,"multiple",13,"MAR_0.5"
"V2",0.199019051264758,0.0585070149056255,0.0840641264353996,0.313973976094117,-0.000980948735241571,1.04742827162919,1,"multiple",13,"MAR_0.5"
"V3",0.187021544579513,0.0600686886798408,0.0689967681158487,0.305046321043178,-0.0129784554204865,1.04742827162919,1,"multiple",13,"MAR_0.5"
"V4",0.207849863295864,0.0626577664622704,0.0847164696750388,0.33098325691669,0.00784986329586443,1.04742827162919,1,"multiple",13,"MAR_0.5"
"(Intercept)",-0.038951574970528,0.0469844053379581,-0.131265030701619,0.0533618807605629,-0.038951574970528,1.04427247947279,1,"vae",13,"MAR_0.5"
"V1",0.109856772911243,0.0554403350379095,0.000929377163100548,0.218784168659386,-0.090143227088757,1.04427247947279,1,"vae",13,"MAR_0.5"
"V2",0.202942261012969,0.0583945344001566,0.0882105489159018,0.317673973110036,0.002942261012969,1.04427247947279,1,"vae",13,"MAR_0.5"
"V3",0.193802118863155,0.0599157519616876,0.076081567192326,0.311522670533984,-0.00619788113684511,1.04427247947279,1,"vae",13,"MAR_0.5"
"V4",0.208400481501387,0.0615841495150226,0.0874019157198376,0.329399047282937,0.0084004815013872,1.04427247947279,1,"vae",13,"MAR_0.5"
"(Intercept)",-0.0391570662659379,0.0470977509607438,-0.131693219848711,0.0533790873168352,-0.0391570662659379,1.04655749839918,1,"single",13,"MCAR_0.1"
"V1",0.131417738731927,0.0552697666588157,0.0228254702754753,0.240010007188379,-0.0685822612680727,1.04655749839918,1,"single",13,"MCAR_0.1"
"V2",0.205945670815695,0.0586833323815349,0.0906465376886618,0.321244803942728,0.00594567081569478,1.04655749839918,1,"single",13,"MCAR_0.1"
"V3",0.197542582199512,0.0597508129702301,0.0801460973797312,0.314939067019293,-0.00245741780048803,1.04655749839918,1,"single",13,"MCAR_0.1"
"V4",0.189528214815415,0.0616165945830775,0.0684659020026526,0.310590527628177,-0.0104717851845853,1.04655749839918,1,"single",13,"MCAR_0.1"
"(Intercept)",-0.038520006492429,0.0472559390281622,-0.131369003505739,0.0543289905208807,-0.038520006492429,1.04826356094923,1,"multiple",13,"MCAR_0.1"
"V1",0.128950382411949,0.055618444997259,0.0196659016398883,0.23823486318401,-0.0710496175880511,1.04826356094923,1,"multiple",13,"MCAR_0.1"
"V2",0.205921138528609,0.0588784070290915,0.0902361335617933,0.321606143495425,0.00592113852860901,1.04826356094923,1,"multiple",13,"MCAR_0.1"
"V3",0.198056939576949,0.0598624077307402,0.0804398944575322,0.315673984696365,-0.00194306042305131,1.04826356094923,1,"multiple",13,"MCAR_0.1"
"V4",0.190872782690046,0.0618673490698169,0.0693144609652835,0.312431104414808,-0.00912721730995403,1.04826356094923,1,"multiple",13,"MCAR_0.1"
"(Intercept)",-0.0391473030984025,0.0470968133749307,-0.13168161454258,0.0533870083457754,-0.0391473030984025,1.04654340080517,1,"vae",13,"MCAR_0.1"
"V1",0.1316521871811,0.0552647887120946,0.0230696992350311,0.240234675127168,-0.0683478128189005,1.04654340080517,1,"vae",13,"MCAR_0.1"
"V2",0.205858195810544,0.0586826010144291,0.0905604996501909,0.321155891970897,0.00585819581054397,1.04654340080517,1,"vae",13,"MCAR_0.1"
"V3",0.19748662814379,0.0597491188699606,0.0800934718379941,0.314879784449586,-0.00251337185620988,1.04654340080517,1,"vae",13,"MCAR_0.1"
"V4",0.18950364962175,0.061613200961887,0.0684480044872798,0.31055929475622,-0.01049635037825,1.04654340080517,1,"vae",13,"MCAR_0.1"
"(Intercept)",-0.0378930791104867,0.0471087478308765,-0.130450838991709,0.0546646807707355,-0.0378930791104867,1.04684143822849,1,"single",13,"MCAR_0.25"
"V1",0.124984168064953,0.05548799240172,0.0159631366538128,0.234005199476094,-0.0750158319350469,1.04684143822849,1,"single",13,"MCAR_0.25"
"V2",0.216170758348258,0.0591177861426862,0.100018024377312,0.332323492319204,0.0161707583482581,1.04684143822849,1,"single",13,"MCAR_0.25"
"V3",0.196905318666504,0.0599955165242045,0.0790280481363464,0.314782589196662,-0.0030946813334958,1.04684143822849,1,"single",13,"MCAR_0.25"
"V4",0.1862158492151,0.0620494127216568,0.0643031491773009,0.308128549252899,-0.0137841507849001,1.04684143822849,1,"single",13,"MCAR_0.25"
"(Intercept)",-0.0401422744587966,0.0474672477382554,-0.133408499860965,0.0531239509433715,-0.0401422744587966,1.05077868137653,1,"multiple",13,"MCAR_0.25"
"V1",0.122839434569261,0.0559099936007249,0.0129843886239234,0.2326944805146,-0.0771605654307385,1.05077868137653,1,"multiple",13,"MCAR_0.25"
"V2",0.200677187220163,0.0590652249476753,0.0846159720695413,0.316738402370785,0.000677187220163245,1.05077868137653,1,"multiple",13,"MCAR_0.25"
"V3",0.201817334985695,0.0614128421820667,0.0810703761099231,0.322564293861467,0.00181733498569486,1.05077868137653,1,"multiple",13,"MCAR_0.25"
"V4",0.192890813235131,0.062433321613594,0.0702121383064231,0.315569488163838,-0.00710918676486927,1.05077868137653,1,"multiple",13,"MCAR_0.25"
"(Intercept)",-0.0378769313767192,0.0471099345407055,-0.130437022867429,0.0546831601139908,-0.0378769313767192,1.04687610641722,1,"vae",13,"MCAR_0.25"
"V1",0.12505524648895,0.0554930752934064,0.016024228374917,0.234086264602982,-0.0749447535110504,1.04687610641722,1,"vae",13,"MCAR_0.25"
"V2",0.216215376493947,0.0591209730559871,0.100056380977754,0.33237437201014,0.0162153764939468,1.04687610641722,1,"vae",13,"MCAR_0.25"
"V3",0.196735156156795,0.0599984457943993,0.0788521302903183,0.314618182023271,-0.00326484384320524,1.04687610641722,1,"vae",13,"MCAR_0.25"
"V4",0.186203500744225,0.062049897664383,0.0642898479064795,0.30811715358197,-0.0137964992557752,1.04687610641722,1,"vae",13,"MCAR_0.25"
"(Intercept)",-0.0361967437378821,0.0470916685555424,-0.128720946805601,0.0563274593298371,-0.0361967437378821,1.04576438033164,1,"single",13,"MCAR_0.5"
"V1",0.140354064049008,0.0554623110807082,0.0313834904753836,0.249324637622632,-0.0596459359509923,1.04576438033164,1,"single",13,"MCAR_0.5"
"V2",0.190396660512224,0.0588517734419886,0.0747665797810733,0.306026741243374,-0.00960333948777611,1.04576438033164,1,"single",13,"MCAR_0.5"
"V3",0.205645281678516,0.0600069491930245,0.0877455486065979,0.323545014750435,0.00564528167851633,1.04576438033164,1,"single",13,"MCAR_0.5"
"V4",0.187413318245853,0.0621130223819106,0.0653756399836051,0.3094509965081,-0.0125866817541473,1.04576438033164,1,"single",13,"MCAR_0.5"
"(Intercept)",-0.0374633447633316,0.0473502530853032,-0.130498904769211,0.0555722152425482,-0.0374633447633316,1.04886313295628,1,"multiple",13,"MCAR_0.5"
"V1",0.134948789550318,0.0561931343458986,0.0245200880437004,0.245377491056937,-0.0650512104496815,1.04886313295628,1,"multiple",13,"MCAR_0.5"
"V2",0.194314945265687,0.0596752367978636,0.0770322898763444,0.31159760065503,-0.00568505473431266,1.04886313295628,1,"multiple",13,"MCAR_0.5"
"V3",0.203272321839881,0.0607524997356237,0.0838633102790927,0.322681333400669,0.0032723218398806,1.04886313295628,1,"multiple",13,"MCAR_0.5"
"V4",0.183857231956632,0.0632981338368236,0.0594390144975038,0.308275449415759,-0.0161427680433684,1.04886313295628,1,"multiple",13,"MCAR_0.5"
"(Intercept)",-0.0362721210029509,0.0470927003127528,-0.128798351234213,0.0562541092283108,-0.0362721210029509,1.04582861204237,1,"vae",13,"MCAR_0.5"
"V1",0.140269441768391,0.0554536641894165,0.031315857330007,0.249223026206775,-0.0597305582316091,1.04582861204237,1,"vae",13,"MCAR_0.5"
"V2",0.190483141729055,0.0588584181527757,0.0748400056828335,0.306126277775276,-0.00951685827094523,1.04582861204237,1,"vae",13,"MCAR_0.5"
"V3",0.205849573980329,0.0600038783851001,0.0879558743335301,0.323743273627128,0.00584957398032907,1.04582861204237,1,"vae",13,"MCAR_0.5"
"V4",0.187146063415249,0.062108416653042,0.065117434341662,0.309174692488835,-0.0128539365847513,1.04582861204237,1,"vae",13,"MCAR_0.5"
"(Intercept)",-0.0381819273943949,0.0471402659706577,-0.130801613107827,0.0544377583190367,-0.0381819273943949,1.04725932600032,1,"single",14,"MAR_0.1"
"V1",0.125982133203403,0.0553752350099363,0.0171826439065003,0.234781622500306,-0.0740178667965971,1.04725932600032,1,"single",14,"MAR_0.1"
"V2",0.203908404991182,0.0588659388785816,0.0882504924636203,0.319566317518743,0.0039084049911815,1.04725932600032,1,"single",14,"MAR_0.1"
"V3",0.199170927125112,0.0597733257316725,0.0817302099522382,0.316611644297987,-0.000829072874887538,1.04725932600032,1,"single",14,"MAR_0.1"
"V4",0.19499113714429,0.0616490104119061,0.0738651347486119,0.316117139539969,-0.00500886285570951,1.04725932600032,1,"single",14,"MAR_0.1"
"(Intercept)",-0.0386858861897873,0.0471249704544607,-0.131276457894478,0.0539046855149033,-0.0386858861897873,1.04710489012452,1,"multiple",14,"MAR_0.1"
"V1",0.12583733545893,0.0553823153890429,0.0170227733101795,0.234651897607681,-0.0741626645410696,1.04710489012452,1,"multiple",14,"MAR_0.1"
"V2",0.206702755874599,0.0587999020090217,0.0911734199261289,0.322232091823068,0.00670275587459859,1.04710489012452,1,"multiple",14,"MAR_0.1"
"V3",0.198096347737598,0.0597532249683145,0.0806933974637091,0.315499298011487,-0.00190365226240183,1.04710489012452,1,"multiple",14,"MAR_0.1"
"V4",0.192385352270378,0.0616749868268551,0.0712058109205767,0.313564893620179,-0.00761464772962223,1.04710489012452,1,"multiple",14,"MAR_0.1"
"(Intercept)",-0.0381886381031411,0.0471396090640324,-0.130807033147462,0.0544297569411792,-0.0381886381031411,1.0472472555403,1,"vae",14,"MAR_0.1"
"V1",0.12592693699545,0.0553769318135475,0.0171241138731236,0.234729760117777,-0.0740730630045499,1.0472472555403,1,"vae",14,"MAR_0.1"
"V2",0.203910311982253,0.0588657307895732,0.0882528083013151,0.319567815663191,0.00391031198225315,1.0472472555403,1,"vae",14,"MAR_0.1"
"V3",0.199109070509776,0.059769920343363,0.0816750441348523,0.316543096884699,-0.000890929490224252,1.0472472555403,1,"vae",14,"MAR_0.1"
"V4",0.195133425923946,0.0616471955410541,0.0740109893284273,0.316255862519465,-0.00486657407605371,1.0472472555403,1,"vae",14,"MAR_0.1"
"(Intercept)",-0.0336503330358244,0.047037929990835,-0.126068952291671,0.0587682862200218,-0.0336503330358244,1.0448794529035,1,"single",14,"MAR_0.25"
"V1",0.126472654307615,0.0553065039942108,0.0178082055104674,0.235137103104762,-0.0735273456923851,1.0448794529035,1,"single",14,"MAR_0.25"
"V2",0.215684868046743,0.0584030691294945,0.100936387186653,0.330433348906834,0.0156848680467434,1.0448794529035,1,"single",14,"MAR_0.25"
"V3",0.196570428055398,0.0596091384966351,0.0794523007066195,0.313688555404176,-0.00342957194460247,1.0448794529035,1,"single",14,"MAR_0.25"
"V4",0.194748666547124,0.0614275091271353,0.0740578627859499,0.315439470308299,-0.00525133345287551,1.0448794529035,1,"single",14,"MAR_0.25"
"(Intercept)",-0.0323589103457521,0.0471414181434089,-0.124982156939541,0.0602643362480371,-0.0323589103457521,1.04651800602346,1,"multiple",14,"MAR_0.25"
"V1",0.118365979571507,0.0556865428973251,0.00895184737011735,0.227780111772896,-0.0816340204284931,1.04651800602346,1,"multiple",14,"MAR_0.25"
"V2",0.203784518951165,0.0589330147357139,0.0879795565558111,0.319589481346518,0.00378451895116477,1.04651800602346,1,"multiple",14,"MAR_0.25"
"V3",0.211371120125753,0.0602109091959395,0.0930452585837612,0.329696981667744,0.0113711201257526,1.04651800602346,1,"multiple",14,"MAR_0.25"
"V4",0.194636707579173,0.0617102304905346,0.0733879156768792,0.315885499481466,-0.00536329242082717,1.04651800602346,1,"multiple",14,"MAR_0.25"
"(Intercept)",-0.0337554332907693,0.0470387351274551,-0.126175634453276,0.0586647678717373,-0.0337554332907693,1.04487153776909,1,"vae",14,"MAR_0.25"
"V1",0.126470879628259,0.0553073474001726,0.0178047737340736,0.235136985522445,-0.0735291203717408,1.04487153776909,1,"vae",14,"MAR_0.25"
"V2",0.215744075194204,0.058410794272275,0.100980416220845,0.330507734167563,0.015744075194204,1.04487153776909,1,"vae",14,"MAR_0.25"
"V3",0.196323973900394,0.0596095533073733,0.0792050315447544,0.313442916256033,-0.00367602609960647,1.04487153776909,1,"vae",14,"MAR_0.25"
"V4",0.194838203036251,0.0614397399351516,0.0741233685749695,0.315553037497532,-0.0051617969637493,1.04487153776909,1,"vae",14,"MAR_0.25"
"(Intercept)",-0.0388863446230236,0.0469875968312553,-0.131206070897992,0.0534333816519443,-0.0388863446230236,1.04436874641395,1,"single",14,"MAR_0.5"
"V1",0.109516904667915,0.0554417050237259,0.000586817215491309,0.218446992120339,-0.0904830953320847,1.04436874641395,1,"single",14,"MAR_0.5"
"V2",0.202623971441603,0.0583970283593722,0.0878873592932955,0.31736058358991,0.00262397144160278,1.04436874641395,1,"single",14,"MAR_0.5"
"V3",0.193870358540921,0.0599130818864961,0.0761550529483646,0.311585664133477,-0.00612964145907904,1.04436874641395,1,"single",14,"MAR_0.5"
"V4",0.208810661072828,0.0615772729048252,0.0878256062348872,0.329795715910768,0.00881066107282757,1.04436874641395,1,"single",14,"MAR_0.5"
"(Intercept)",-0.040626623472607,0.0470020660122258,-0.132975839574603,0.0517225926293891,-0.040626623472607,1.04427043897719,1,"multiple",14,"MAR_0.5"
"V1",0.120864331979377,0.0560804058272937,0.0106160713700471,0.231112592588706,-0.0791356680206234,1.04427043897719,1,"multiple",14,"MAR_0.5"
"V2",0.20057981219943,0.0585839730140985,0.0854686768910129,0.315690947507846,0.000579812199429541,1.04427043897719,1,"multiple",14,"MAR_0.5"
"V3",0.189359018054042,0.0596599047166882,0.0721396236886152,0.306578412419468,-0.0106409819459584,1.04427043897719,1,"multiple",14,"MAR_0.5"
"V4",0.203992422194741,0.0626237546931572,0.0809050124003972,0.327079831989084,0.00399242219474061,1.04427043897719,1,"multiple",14,"MAR_0.5"
"(Intercept)",-0.0389196930734033,0.0469873798815279,-0.131238993092491,0.0533996069456843,-0.0389196930734033,1.04432951717686,1,"vae",14,"MAR_0.5"
"V1",0.109765923334452,0.055440772219696,0.00083766862552892,0.218694178043376,-0.0902340766655478,1.04432951717686,1,"vae",14,"MAR_0.5"
"V2",0.202631662372591,0.0583966228078419,0.0878958470389496,0.317367477706233,0.0026316623725912,1.04432951717686,1,"vae",14,"MAR_0.5"
"V3",0.193817798645365,0.05991065525217,0.0761072608262608,0.311528336464469,-0.00618220135463505,1.04432951717686,1,"vae",14,"MAR_0.5"
"V4",0.208619536378074,0.061580336665203,0.0876284619618084,0.32961061079434,0.00861953637807408,1.04432951717686,1,"vae",14,"MAR_0.5"
"(Intercept)",-0.0391570662659379,0.0470977509607438,-0.131693219848711,0.0533790873168352,-0.0391570662659379,1.04655749839918,1,"single",14,"MCAR_0.1"
"V1",0.131417738731927,0.0552697666588157,0.0228254702754753,0.240010007188379,-0.0685822612680727,1.04655749839918,1,"single",14,"MCAR_0.1"
"V2",0.205945670815695,0.0586833323815349,0.0906465376886618,0.321244803942728,0.00594567081569478,1.04655749839918,1,"single",14,"MCAR_0.1"
"V3",0.197542582199512,0.0597508129702301,0.0801460973797312,0.314939067019293,-0.00245741780048803,1.04655749839918,1,"single",14,"MCAR_0.1"
"V4",0.189528214815415,0.0616165945830775,0.0684659020026526,0.310590527628177,-0.0104717851845853,1.04655749839918,1,"single",14,"MCAR_0.1"
"(Intercept)",-0.0382409508129621,0.0471912853828375,-0.130962207265608,0.0544803056396842,-0.0382409508129621,1.04784253743998,1,"multiple",14,"MCAR_0.1"
"V1",0.123980796470541,0.0557478171253385,0.0144370070057795,0.233524585935302,-0.0760192035294594,1.04784253743998,1,"multiple",14,"MCAR_0.1"
"V2",0.2071288521391,0.0587607243491193,0.0916762998623919,0.322581404415808,0.00712885213909986,1.04784253743998,1,"multiple",14,"MCAR_0.1"
"V3",0.199196512960928,0.0598481851184793,0.0816073699154796,0.316785656006375,-0.000803487039072459,1.04784253743998,1,"multiple",14,"MCAR_0.1"
"V4",0.192148023359959,0.0618375827553217,0.0706489362027818,0.313647110517137,-0.00785197664004075,1.04784253743998,1,"multiple",14,"MCAR_0.1"
"(Intercept)",-0.0392277116603823,0.0470977383857175,-0.131763840536146,0.0533084172153818,-0.0392277116603823,1.04657935939408,1,"vae",14,"MCAR_0.1"
"V1",0.131436688936299,0.05527079182769,0.0228424062608569,0.240030971611742,-0.0685633110637005,1.04657935939408,1,"vae",14,"MCAR_0.1"
"V2",0.206027051395387,0.058683179144263,0.0907282193440411,0.321325883446733,0.00602705139538706,1.04657935939408,1,"vae",14,"MCAR_0.1"
"V3",0.19754552443648,0.0597509413175169,0.0801487874440587,0.314942261428902,-0.0024544755635196,1.04657935939408,1,"vae",14,"MCAR_0.1"
"V4",0.189425869414521,0.0616172178495417,0.0683623320277592,0.310489406801282,-0.0105741305854793,1.04657935939408,1,"vae",14,"MCAR_0.1"
"(Intercept)",-0.0378930791104867,0.0471087478308765,-0.130450838991709,0.0546646807707355,-0.0378930791104867,1.04684143822849,1,"single",14,"MCAR_0.25"
"V1",0.124984168064953,0.05548799240172,0.0159631366538128,0.234005199476094,-0.0750158319350469,1.04684143822849,1,"single",14,"MCAR_0.25"
"V2",0.216170758348258,0.0591177861426862,0.100018024377312,0.332323492319204,0.0161707583482581,1.04684143822849,1,"single",14,"MCAR_0.25"
"V3",0.196905318666504,0.0599955165242045,0.0790280481363464,0.314782589196662,-0.0030946813334958,1.04684143822849,1,"single",14,"MCAR_0.25"
"V4",0.1862158492151,0.0620494127216568,0.0643031491773009,0.308128549252899,-0.0137841507849001,1.04684143822849,1,"single",14,"MCAR_0.25"
"(Intercept)",-0.0360314441171164,0.0475521659256591,-0.129466564061113,0.0574036758268798,-0.0360314441171164,1.05108099633369,1,"multiple",14,"MCAR_0.25"
"V1",0.123687122540769,0.0558302034002337,0.0139915815339416,0.233382663547596,-0.0763128774592313,1.05108099633369,1,"multiple",14,"MCAR_0.25"
"V2",0.203160237184013,0.0590536776008681,0.0871288698158474,0.31919160455218,0.00316023718401348,1.05108099633369,1,"multiple",14,"MCAR_0.25"
"V3",0.205351339812602,0.0606637390715102,0.0861431199152692,0.324559559709934,0.00535133981260166,1.05108099633369,1,"multiple",14,"MCAR_0.25"
"V4",0.188675736753727,0.0622513539659747,0.066360875111326,0.310990598396128,-0.011324263246273,1.05108099633369,1,"multiple",14,"MCAR_0.25"
"(Intercept)",-0.0378787631812979,0.0471084166248448,-0.13043587231951,0.0546783459569143,-0.0378787631812979,1.04686232368071,1,"vae",14,"MCAR_0.25"
"V1",0.125039804318706,0.0554884617084542,0.0160178508287156,0.234061757808696,-0.0749601956812943,1.04686232368071,1,"vae",14,"MCAR_0.25"
"V2",0.216198073438084,0.0591160661497104,0.100048718854283,0.332347428021885,0.0161980734380842,1.04686232368071,1,"vae",14,"MCAR_0.25"
"V3",0.196832663421851,0.059993112802732,0.0789601156467037,0.314705211196998,-0.00316733657814934,1.04686232368071,1,"vae",14,"MCAR_0.25"
"V4",0.186228919814442,0.0620525914474635,0.0643099743179226,0.308147865310961,-0.0137710801855581,1.04686232368071,1,"vae",14,"MCAR_0.25"
"(Intercept)",-0.0361967437378821,0.0470916685555424,-0.128720946805601,0.0563274593298371,-0.0361967437378821,1.04576438033164,1,"single",14,"MCAR_0.5"
"V1",0.140354064049008,0.0554623110807082,0.0313834904753836,0.249324637622632,-0.0596459359509923,1.04576438033164,1,"single",14,"MCAR_0.5"
"V2",0.190396660512224,0.0588517734419886,0.0747665797810733,0.306026741243374,-0.00960333948777611,1.04576438033164,1,"single",14,"MCAR_0.5"
"V3",0.205645281678516,0.0600069491930245,0.0877455486065979,0.323545014750435,0.00564528167851633,1.04576438033164,1,"single",14,"MCAR_0.5"
"V4",0.187413318245853,0.0621130223819106,0.0653756399836051,0.3094509965081,-0.0125866817541473,1.04576438033164,1,"single",14,"MCAR_0.5"
"(Intercept)",-0.0352993531901589,0.0472876134424355,-0.128210326360382,0.0576116199800639,-0.0352993531901589,1.04894337402832,1,"multiple",14,"MCAR_0.5"
"V1",0.144002251911071,0.0562853510477852,0.0333815341386927,0.25462296968345,-0.0559977480889287,1.04894337402832,1,"multiple",14,"MCAR_0.5"
"V2",0.188343424673994,0.0592742292359208,0.0718690628548248,0.304817786493162,-0.0116565753260065,1.04894337402832,1,"multiple",14,"MCAR_0.5"
"V3",0.204944782755383,0.0601450377928094,0.0867648123226788,0.323124753188087,0.00494478275538307,1.04894337402832,1,"multiple",14,"MCAR_0.5"
"V4",0.181690657078812,0.0624214599080532,0.0590413046346327,0.304340009522991,-0.018309342921188,1.04894337402832,1,"multiple",14,"MCAR_0.5"
"(Intercept)",-0.0362779994033633,0.0470945256919665,-0.128807816081277,0.0562518172745507,-0.0362779994033633,1.04602879924684,1,"vae",14,"MCAR_0.5"
"V1",0.140115459253554,0.0554683060536709,0.0311331069489397,0.249097811558168,-0.059884540746446,1.04602879924684,1,"vae",14,"MCAR_0.5"
"V2",0.190059573468027,0.058855725473628,0.0744217279116077,0.305697419024446,-0.00994042653197315,1.04602879924684,1,"vae",14,"MCAR_0.5"
"V3",0.205552727168344,0.0600161757112002,0.0876348661288359,0.323470588207851,0.00555272716834353,1.04602879924684,1,"vae",14,"MCAR_0.5"
"V4",0.187915167299774,0.0621120752878609,0.0658793498576003,0.309950984741947,-0.0120848327002265,1.04602879924684,1,"vae",14,"MCAR_0.5"
"(Intercept)",-0.0381819273943949,0.0471402659706577,-0.130801613107827,0.0544377583190367,-0.0381819273943949,1.04725932600032,1,"single",15,"MAR_0.1"
"V1",0.125982133203403,0.0553752350099363,0.0171826439065003,0.234781622500306,-0.0740178667965971,1.04725932600032,1,"single",15,"MAR_0.1"
"V2",0.203908404991182,0.0588659388785816,0.0882504924636203,0.319566317518743,0.0039084049911815,1.04725932600032,1,"single",15,"MAR_0.1"
"V3",0.199170927125112,0.0597733257316725,0.0817302099522382,0.316611644297987,-0.000829072874887538,1.04725932600032,1,"single",15,"MAR_0.1"
"V4",0.19499113714429,0.0616490104119061,0.0738651347486119,0.316117139539969,-0.00500886285570951,1.04725932600032,1,"single",15,"MAR_0.1"
"(Intercept)",-0.0381083810484233,0.0471560320556837,-0.13075998221133,0.0545432201144837,-0.0381083810484233,1.04770988800679,1,"multiple",15,"MAR_0.1"
"V1",0.127901340496516,0.0553735210594199,0.0191036999025525,0.236698981090479,-0.0720986595034841,1.04770988800679,1,"multiple",15,"MAR_0.1"
"V2",0.20636522301198,0.0589252353509323,0.0905895491625568,0.322140896861403,0.00636522301197984,1.04770988800679,1,"multiple",15,"MAR_0.1"
"V3",0.199471773688861,0.0598612103601343,0.0818558116218362,0.317087735755885,-0.000528226311139329,1.04770988800679,1,"multiple",15,"MAR_0.1"
"V4",0.188052535129076,0.0621202082364958,0.065981993180335,0.310123077077818,-0.0119474648709236,1.04770988800679,1,"multiple",15,"MAR_0.1"
"(Intercept)",-0.0381680757113226,0.0471412394248515,-0.130789674036396,0.0544535226137506,-0.0381680757113226,1.04729496137047,1,"vae",15,"MAR_0.1"
"V1",0.125995698420664,0.0553778699813234,0.01719103201632,0.234800364825008,-0.0740043015793362,1.04729496137047,1,"vae",15,"MAR_0.1"
"V2",0.203816361156856,0.0588648805289999,0.0881605280406771,0.319472194273034,0.0038163611568558,1.04729496137047,1,"vae",15,"MAR_0.1"
"V3",0.199229075875156,0.0597713813427887,0.081792178975324,0.316665972774987,-0.000770924124844513,1.04729496137047,1,"vae",15,"MAR_0.1"
